,nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
811,Graciani,F,1,0,0,0
812,Catherine,F,1,1,1,1
813,Sasha,F,1,3,3,3
814,Liany,F,1,0,3,1
815,Suse,F,1,0,1,0
816,Gracinda,F,1,1,1,0
817,Érika,F,1,0,1,1
818,Amber,F,1,1,1,0
819,Jhuly,F,1,0,0,1
820,Janejana,F,1,0,0,0
821,Aruna,F,1,0,0,15
822,Keilly,F,1,0,0,0
823,Cirila,F,1,0,0,0
824,Yalena,F,1,0,0,0
825,Fatima-Zahara,F,1,0,0,0
826,Regiany,F,1,0,0,0
827,Alyne,F,1,1,1,1
828,Adriella,F,1,0,0,1
829,Ailina,F,1,0,0,0
830,Ketley,F,1,0,0,0
831,Vittoria,F,1,1,0,2
832,Dhariela,F,1,0,0,0
833,Bryan,F,1,0,0,0
834,Liduína,F,1,0,0,0
835,Smilin,F,1,0,0,0
836,Monike,F,1,0,0,0
837,Lyani,F,1,0,0,0
838,Yasmmyn,F,1,0,0,0
839,Kylie,F,1,0,1,4
840,Leanje,F,1,0,0,0
841,Yohana,F,1,0,1,1
842,Douaa,F,1,0,0,0
843,Coline,F,1,0,0,0
844,Amritveer,F,1,0,0,0
845,Duna,F,1,0,0,0
846,Alberta,F,1,0,0,0
847,Gitanjali,F,1,0,0,0
848,Dádiva,F,1,0,4,5
849,Kellyane,F,1,0,0,0
850,Stacy,F,1,0,2,1
851,Larysa,F,1,0,0,0
852,Aniana,F,1,1,0,0
853,Lunnah,F,1,0,0,0
854,Léanna,F,1,0,0,0
855,Taldia,F,1,0,0,0
856,Amadea,F,1,0,0,0
857,Karisa,F,1,0,0,0
858,Swazilene,F,1,0,0,0
859,Amélie,F,1,0,2,2
860,Elyne,F,1,0,0,0
861,Giela,F,1,0,0,0
862,Ruwwi,F,1,0,0,0
863,Satam,F,1,0,0,0
864,Rúbia,F,1,0,3,3
865,Hijab,F,1,0,0,0
866,Lyvia,F,1,0,0,0
867,Nafia,F,1,0,0,0
868,Dayol,F,1,0,0,0
869,Brooklyn,F,1,1,0,0
870,Clementine,F,1,1,1,0
871,Manon,F,1,2,0,2
872,Isoke,F,1,0,0,0
873,Zamy,F,1,0,1,0
874,Rosita,F,1,0,0,0
875,Alyona,F,1,0,0,0
876,Breanne,F,1,0,0,0
877,Minodora,F,1,0,1,0
878,Ulé,F,1,0,0,0
879,Luany,F,1,0,0,1
880,Ednara,F,1,0,0,0
881,Arianne,F,1,0,0,2
882,Thamyres,F,1,0,0,0
883,Brigite,F,1,2,1,1
884,Codruta,F,1,0,0,0
885,Anyra,F,1,0,0,0
886,Dewi,F,1,0,0,0
887,Xinyu,F,1,0,0,0
888,Claudia,F,1,1,1,0
889,Nusaiba,F,1,0,0,2
890,Margareta,F,1,0,0,0
891,Tetyana,F,1,0,0,0
892,Shreya,F,1,0,0,1
893,Maja,F,1,0,0,0
894,Líria,F,1,0,0,1
895,Jacymiilly,F,1,0,0,0
896,Dhruvi,F,1,0,0,0
897,Lianne,F,1,0,0,0
898,Edilene,F,1,0,0,0
899,Rouguiyata,F,1,0,0,0
900,Amandla,F,1,0,0,0
901,Shelzia,F,1,0,0,0
902,Yaye,F,1,1,0,0
903,Carisa,F,1,0,0,0
904,Aaliyah,F,1,7,3,4
905,Sira,F,1,1,0,0
906,Claudiani,F,1,0,0,0
907,Winni,F,1,0,0,0
908,Lamisa,F,1,0,0,0
909,Maura,F,1,5,8,7
910,Yedllin,F,1,0,0,0
911,Nathalie,F,1,2,0,0
912,Ariadnne,F,1,0,0,0
913,Nadilsa,F,1,0,0,0
914,Jysea,F,1,0,0,0
915,Marlise,F,1,0,0,1
916,Drashti,F,1,0,0,0
917,Pearl,F,1,0,0,1
918,Onalyz,F,1,0,0,0
919,Shanaya,F,1,1,1,0
920,Vigna,F,1,0,0,0
921,Meeryam,F,1,0,0,0
922,Airam,F,1,0,0,0
923,Quélia,F,1,0,3,0
924,Yami,F,1,0,0,0
925,Khaymara,F,1,0,0,0
926,Wesley,F,1,0,0,0
927,Vitalina,F,1,0,0,1
928,Aarohi,F,1,0,0,1
929,Yolanda,F,1,1,1,4
930,Lenise,F,1,1,0,0
931,Cainara,F,1,0,0,0
932,kristina,F,1,0,0,0
933,Vissolela,F,1,0,0,0
934,LLyhara,F,1,0,0,0
935,Aquila,F,1,0,0,0
936,Mauan,F,1,0,0,0
937,Evania,F,1,0,0,0
938,Catiliana,F,1,0,0,0
939,Vitorina,F,1,0,1,0
940,Anastasija,F,1,0,0,0
941,Dinka,F,1,0,0,0
942,Huncelma,F,1,0,0,0
943,Kaylla,F,1,1,1,1
944,Ayat,F,1,0,0,0
945,Meryem,F,1,0,0,0
946,Danya,F,1,0,1,0
947,Gaïa,F,1,0,0,0
948,Marion,F,1,0,1,0
949,Leomara,F,1,0,0,0
950,Assnat,F,1,0,0,0
951,Zhixuan,F,1,0,0,0
952,Saalsy,F,1,0,0,0
953,Marli,F,1,4,1,0
954,Heilly,F,1,0,0,0
955,Assiyatou,F,1,0,0,0
956,Aliyah,F,1,3,1,5
957,Lisana,F,1,0,0,0
958,Marlen,F,1,0,0,0
959,Lyane,F,1,0,1,1
960,Heliana,F,1,1,1,0
961,Stefka,F,1,0,0,1
962,Jezabel,F,1,0,0,0
963,Úrsula,F,1,0,0,1
964,Hermínia,F,1,0,0,1
965,Elisaveta,F,1,0,0,0
966,Aynoah,F,1,0,1,0
967,Kashmala,F,1,0,0,0
968,Naulila,F,1,0,0,0
969,Aarica,F,1,0,0,0
970,Nayr,F,1,1,2,1
971,Aqeela,F,1,0,0,0
972,Leone,F,1,2,0,1
973,Aalia,F,1,0,0,0
974,Anusca,F,1,0,0,0
975,Joyciane,F,1,0,0,0
976,Olga,F,1,1,3,3
977,Virginia,F,1,0,0,1
978,Annie,F,1,1,1,5
979,Daisa,F,1,0,0,0
980,Arianna,F,1,1,2,1
981,Aretta,F,1,0,0,0
982,Kélya,F,1,0,0,0
983,Fábia,F,1,0,3,4
984,Ezel,F,1,0,0,0
985,Ciyi,F,1,0,0,0
986,Amaiyah,F,1,0,0,0
987,Augustine,F,1,0,0,0
988,Jade-Noémi,F,1,0,0,0
989,Jhulia,F,1,0,0,0
990,Beatrise,F,1,0,0,0
991,Léane,F,1,0,0,0
992,Izabela,F,1,0,1,0
993,Dafinka,F,1,0,0,0
994,Ilinca,F,1,1,1,0
995,Aayushi,F,1,0,0,1
996,Xiumei,F,1,0,0,0
997,Oleksandra,F,1,0,1,0
998,Pamela,F,1,1,0,1
999,Zaynab,F,1,0,0,0
1000,Keyliane,F,1,0,0,0
1001,Ághata,F,1,0,0,0
1002,Vallentina,F,1,0,0,0
1003,Muskan,F,1,0,0,0
1004,Orrel,F,1,0,0,0
1005,Ritha,F,1,0,0,0
1006,Thayssa,F,1,0,1,0
1007,Inass,F,1,0,0,0
1008,Izabella,F,1,0,2,0
1009,Eléa,F,1,0,0,0
1010,Laissa,F,1,1,1,0
1011,Nicoly,F,1,1,1,0
1012,Xiayu,F,1,0,0,0
1013,Mah,F,1,0,0,0
1014,Yike,F,1,0,0,0
1015,Georgiana,F,1,0,0,0
1016,Louane,F,1,0,0,0
1017,Loriane,F,1,0,0,0
1018,Ima,F,1,1,0,1
1019,Libiane,F,1,0,0,0
1020,Jesica,F,1,0,1,0
1021,Bilyna,F,1,0,0,0
1022,Kathya,F,1,0,0,0
1023,Alaíde,F,1,0,0,0
1024,Kidiana,F,1,0,0,0
1025,Hester,F,1,0,0,0
1026,Miriã,F,1,0,1,1
1027,Willyane,F,1,0,0,0
1028,Láriza,F,1,0,0,0
1029,Estelle,F,1,1,0,0
1030,Hang,F,1,0,0,1
1031,Luwejíyane,F,1,0,0,0
1032,Berfin,F,1,0,0,0
1033,Valesca,F,1,0,0,0
1034,Genice,F,1,0,0,0
1035,Rayanna,F,1,0,1,2
1036,Nice,F,1,0,0,2
1037,Sofía,F,1,0,0,3
1038,Sena,F,1,0,0,0
1039,Vicky,F,1,0,0,1
1040,Maham,F,1,0,0,0
1041,Heike,F,1,0,0,0
1042,Nilüfer,F,1,0,0,0
1043,Lou-Anna,F,1,0,0,0
1044,Marionela,F,1,0,0,0
1045,Franciely,F,1,0,0,0
1046,Sureya,F,1,0,0,0
1047,Caisy,F,1,0,0,0
1048,Zhi,F,1,0,0,0
1049,Jovana,F,1,0,0,0
1050,Livia,F,1,1,1,5
1051,Han,F,1,0,0,0
1052,Myriam,F,1,2,2,3
1053,Ziva,F,1,0,0,0
1054,Francesca,F,1,3,3,4
1055,Evelin,F,1,0,2,1
1056,Ezesandra,F,1,0,0,0
1057,Mariia,F,1,0,0,0
1058,Darah,F,1,0,0,0
1059,Oreuma,F,1,0,0,0
1060,Leia,F,1,0,3,6
1061,Júllia,F,1,0,0,0
1062,Emanuela,F,1,4,3,3
1063,Aagya,F,1,0,0,0
1064,Qian,F,1,0,0,0
1065,Zandra,F,1,0,0,0
1066,Helenna,F,1,0,0,0
1067,Saffira,F,1,1,0,0
1068,Isabele,F,1,0,0,0
1069,Anayah,F,1,1,1,0
1070,Sally,F,1,0,0,0
1071,Krisma,F,1,1,0,0
1072,Mayagi,F,1,0,0,0
1073,Súrianey,F,1,0,0,0
1074,Luzingu,F,1,0,0,0
1075,Yoana,F,1,1,0,1
1076,Brígida,F,1,0,1,0
1077,Jannatul,F,1,1,0,1
1078,Thaiany,F,1,0,0,0
1079,Yanran,F,1,0,0,0
1080,Ruojie,F,1,0,0,0
1081,Tvisha,F,1,0,0,0
1082,Liya,F,1,0,0,0
1083,Zaura,F,1,0,0,0
1084,Mércia,F,1,0,0,0
1085,Eriwana,F,1,0,0,0
1086,Noah,F,1,1,1,5
1087,Liang,F,1,0,0,0
1088,Gianny,F,1,0,1,0
1089,Ivana,F,1,5,3,5
1090,Ruíza,F,1,0,0,0
1091,Joselina,F,1,0,1,0
1092,Saisha,F,1,0,0,0
1093,Oznara,F,1,0,0,0
1094,Kayra,F,1,2,0,1
1095,Dricla,F,1,0,0,0
1096,Genciane,F,1,0,0,0
1097,Ananya,F,1,1,0,1
1098,Rhyanne,F,1,0,0,0
1099,Naraiana,F,1,0,0,0
1100,Hunerpreet,F,1,0,0,0
1101,Daliana,F,1,2,0,1
1102,Meggi,F,1,0,0,0
1103,Luisie,F,1,0,0,0
1104,Neylissa,F,1,0,0,0
1105,Julie,F,1,0,0,1
1106,Gesmine,F,1,0,0,0
1107,Joadmila,F,1,0,0,0
1108,Harbin,F,1,0,0,0
1109,Jeckliny,F,1,0,0,0
1110,Marinela,F,1,0,0,0
1111,Cleópatra,F,1,0,0,0
1112,Bella,F,1,0,4,3
1113,Shannaya,F,1,0,0,0
1114,Aradhya,F,1,0,0,0
1115,Luanda,F,1,0,0,0
1116,Lusiyana,F,1,0,0,0
1117,Shafa,F,1,1,0,0
1118,Eleanor,F,1,2,0,1
1119,Mamadou,F,1,0,0,0
1120,Carminda,F,1,0,0,0
1121,Khalisa,F,1,0,0,0
1122,Hellieva,F,1,0,0,0
1123,Anaisa,F,1,1,2,2
1124,Crissia,F,1,0,0,0
1125,Janete,F,1,1,1,2
1126,Gurbani,F,1,0,0,0
1127,Rayana,F,1,1,1,3
1128,Gelciline,F,1,0,0,0
1129,Veheta,F,1,0,0,0
1130,Alvina,F,1,0,0,0
1131,Luine,F,1,0,1,0
1132,Jiaqi,F,1,0,0,0
1133,Xueqi,F,1,0,0,0
1134,Thaíssa,F,1,0,2,1
1135,Elainy,F,1,0,0,0
1136,Pariti,F,1,0,0,0
1137,Dena,F,1,0,0,0
1138,Açucena,F,1,0,1,0
1139,Yolene,F,1,0,0,0
1140,Daryna,F,1,1,0,0
1141,Layra,F,1,0,2,0
1142,Aurélia,F,1,0,1,0
1143,Dilsa,F,1,0,0,0
1144,Paulina,F,1,1,1,0
1145,Vaíse,F,1,0,0,0
1146,Taciana,F,1,1,1,2
1147,Laima,F,1,0,0,0
1148,Erietta,F,1,0,0,0
1149,Nilde,F,1,0,0,0
1150,Vladislava,F,1,0,0,0
1151,Parineeti,F,1,0,0,0
1152,Felícia,F,1,0,1,2
1153,Arnoor,F,1,0,0,0
1154,Svetla,F,1,0,0,0
1155,Slaveya,F,1,0,1,0
1156,Hossana,F,1,0,2,0
1157,Jussélia,F,1,0,0,0
1158,Nayende,F,1,0,0,0
1159,Kathleen,F,1,0,1,1
1160,Mélisande,F,1,0,0,0
1161,Shehar,F,1,0,0,0
1162,Jemima,F,1,1,0,0
1163,Subhani,F,1,0,0,0
1164,Stacey,F,1,0,0,0
1165,Lunna,F,1,1,3,8
1166,Fatiha,F,1,0,0,0
1167,Hotchali,F,1,0,0,0
1168,Erin,F,1,0,1,0
1169,Orlania,F,1,0,0,0
1170,Claúdia,F,1,0,0,1
1171,Mariela,F,1,0,0,1
1172,Liyao,F,1,0,0,0
1173,Winter,F,1,0,0,0
1174,Nomusa,F,1,0,0,0
1175,Deliandra,F,1,0,0,0
1176,Earyne,F,1,0,0,0
1177,Jaine,F,1,0,0,0
1178,Selma,F,1,2,2,1
1179,Kira,F,1,2,3,1
1180,Humaira,F,1,0,1,1
1181,Hyrina,F,1,0,0,0
1182,Lhuzie,F,1,0,0,0
1183,Cidália,F,1,0,2,0
1184,Zarish,F,1,0,0,0
1185,Andresa,F,1,0,0,3
1186,Duana,F,1,0,0,0
1187,Lanica,F,1,0,0,0
1188,Safiyah,F,1,0,0,0
1189,Helyara,F,1,0,0,0
1190,Marluí,F,1,0,0,0
1191,Saoudatou,F,1,0,0,0
1192,Thaísa,F,1,0,0,2
1193,Nellyane,F,1,0,0,0
1194,Aiyane,F,1,0,0,0
1195,Xuan,F,1,0,0,1
1196,Jasmim,F,1,1,0,3
1197,Deise,F,1,4,11,7
1198,Rhadassah,F,1,0,0,0
1199,Julaica,F,1,0,0,0
1200,Liliany,F,1,1,0,0
1201,Qianyu,F,1,0,0,0
1202,Levi-Jordan,F,1,0,0,0
1203,Luane,F,1,1,1,0
1204,Loriana,F,1,0,0,2
1205,Otelinda,F,1,0,0,0
1206,Asheley,F,1,0,0,0
1207,Alejandra,F,1,0,0,1
1208,Lekbira,F,1,0,0,0
1209,Edomilda,F,1,0,0,0
1210,Analú,F,1,0,0,0
1211,Nanci,F,1,0,0,0
1212,Rihana,F,1,1,1,0
1213,Kiya,F,1,0,0,0
1214,Elayna,F,1,0,0,0
1215,Shi,F,1,0,0,0
1216,Dássia,F,1,0,0,0
1217,Malena,F,1,0,1,1
1218,Romaisa,F,1,0,0,0
1219,Riyaa,F,1,0,0,0
1220,Gina,F,1,1,2,0
1221,Thaila,F,1,2,0,0
1222,Meyra,F,1,0,0,0
1223,Hortênsia,F,1,0,0,0
1224,Hadiyah,F,1,0,0,0
1225,Yonara,F,1,0,0,2
1226,Hosana,F,1,1,1,0
1227,Syana,F,1,0,0,0
1228,Yuchen,F,1,0,0,0
1229,Maëlys,F,1,0,0,0
1230,Biia,F,1,0,0,0
1231,Laila,F,1,8,1,4
1232,Karminia,F,1,0,0,0
1233,Reaganne,F,1,0,0,0
1234,Melanye,F,1,0,0,1
1235,Ismara,F,1,0,0,0
1236,Cáren,F,1,0,1,0
1237,Noha,F,1,0,0,1
1238,Herlica,F,1,0,0,0
1239,Danika,F,1,0,0,0
1240,Layara,F,1,1,0,3
1241,Sandrina,F,1,2,0,1
1242,Raiane,F,1,1,1,1
1243,Estefania,F,1,0,0,0
1244,Fajar,F,1,1,0,0
1245,Neima,F,1,0,0,1
1246,Eishal,F,1,0,0,0
1247,Afaf,F,1,0,0,0
1248,Naysha,F,1,1,0,0
1249,Joceline,F,1,0,0,0
1250,Yassmina,F,1,0,0,0
1251,Alcidia,F,1,0,0,0
1252,Malak,F,1,0,2,1
1253,Tinky,F,1,0,0,0
1254,Yassmin,F,1,1,0,1
1255,Loíka,F,1,0,0,0
1256,Inés,F,1,0,0,0
1257,Anael,F,1,0,0,0
1258,Mariane,F,1,1,0,0
1259,Zarina,F,1,0,0,1
1260,Vania,F,1,0,1,0
1261,Jéni,F,1,0,0,0
1262,Roxana,F,1,0,1,0
1263,Delimara,F,1,0,0,0
1264,Lindha,F,1,0,0,0
1265,Rehmat,F,1,0,0,1
1266,Holly,F,1,0,0,0
1267,Inaia,F,1,0,0,1
1268,Noelís,F,1,0,0,0
1269,Ruby,F,1,3,1,3
1270,Cristele,F,1,1,0,1
1271,Queiza,F,1,0,0,0
1272,Shimrik,F,1,0,0,0
1273,Idaline,F,1,0,0,0
1274,Itiele,F,1,0,1,0
1275,Estefânia,F,1,0,3,2
1276,Chanda,F,1,0,0,0
1277,Amancai,F,1,0,0,0
1278,Catyliana,F,1,0,0,0
1279,Alhona,F,1,0,0,0
1280,Marguerita,F,1,0,0,0
1281,Kyarah,F,1,1,0,1
1282,Sthéfany,F,1,0,0,0
1283,Leonilde,F,1,0,0,3
1284,Claudiana,F,1,0,0,0
1285,Maddelyn,F,1,0,0,0
1286,Fatumata,F,1,6,6,5
1287,Saneia,F,1,0,0,0
1288,Alizay,F,1,0,0,0
1289,Jayne,F,1,0,0,0
1290,Isamara,F,1,0,0,1
1291,Sofya,F,1,0,1,0
1292,Najah,F,1,0,0,0
1293,Darlynn,F,1,0,0,0
1294,Jing,F,1,0,0,0
1295,Ioana,F,1,3,1,2
1296,Nathália,F,1,0,0,0
1297,Wayami,F,1,0,0,0
1298,Lyandra,F,1,0,0,0
1299,Mariea,F,1,0,0,0
1300,Zayanne,F,1,0,0,0
1301,Marilu,F,1,0,0,0
1302,CLara,F,1,0,0,0
1303,Danielly,F,1,0,0,1
1304,Deolinda,F,1,2,1,1
1305,Pranika,F,1,0,0,0
1306,Gemma,F,1,0,0,0
1307,Aylin,F,1,1,1,1
1308,Margaryta,F,1,0,1,0
1309,Tereza,F,1,0,0,0
1310,Rayhanatou,F,1,0,0,0
1311,Aquilina,F,1,0,0,0
1312,Lilliana,F,1,0,0,0
1313,Nirianí,F,1,0,0,0
1314,Ciana,F,1,0,0,0
1315,Rihanna,F,1,1,0,0
1316,Aria,F,1,0,0,4
1317,Yona,F,1,0,0,0
1318,Tiphany,F,1,0,0,0
1319,Maylee,F,1,0,0,0
1320,Núbia,F,1,0,1,2
1321,Laydi,F,1,0,0,0
1322,Cassia,F,1,0,0,1
1323,Silvia,F,1,1,1,2
1324,Isilda,F,1,0,0,0
1325,Kynara,F,1,0,0,1
1326,Ilyana,F,1,0,1,0
1327,Maloujane,F,1,0,0,0
1328,Leontina,F,1,0,0,0
1329,Mansi,F,1,1,0,0
1330,Aynara,F,1,0,1,0
1331,Myllena,F,1,0,0,0
1332,Gergana,F,1,0,0,0
1333,Jesselina,F,1,0,0,0
1334,Carole,F,1,0,1,1
1335,Anka,F,1,0,0,0
1336,Lilya,F,1,0,1,0
1337,Adonia,F,1,0,0,0
1338,Thalia,F,1,0,0,1
1339,Yunni,F,1,0,0,0
1340,Taviane,F,1,0,0,0
1341,Kaya,F,1,2,2,2
1342,Ofélia,F,1,0,0,1
1343,Sylla,F,1,0,0,0
1344,Alanis,F,1,0,1,1
1345,Marcella,F,1,0,0,0
1346,Oumou,F,1,0,2,0
1347,Yolely,F,1,0,0,0
1348,Melaniya,F,1,0,0,0
1349,Rahela,F,1,0,2,0
1350,Fabrícia,F,1,0,1,1
1351,Akeelah,F,1,0,0,0
1352,Patrisia,F,1,0,1,0
1353,Nilisha,F,1,0,0,0
1354,Dóris,F,1,0,0,0
1355,Karine,F,1,0,2,1
1356,Ivandra,F,1,0,1,0
1357,Gisele,F,1,3,0,0
1358,Alzira,F,1,0,0,0
1359,Evile,F,1,0,0,0
1360,Aysla,F,1,0,0,1
1361,Sangaththamizh,F,1,0,0,0
1362,Dhara,F,1,1,0,1
1363,Leona,F,1,1,0,0
1364,Maysa,F,1,2,1,2
1365,Siddhi,F,1,0,0,1
1366,Danien,F,1,0,0,0
1367,Edsani,F,1,0,0,0
1368,Leidivan,F,1,0,0,0
1369,Isabelly,F,1,1,2,3
1370,Shekina,F,1,0,0,0
1371,Brearna,F,1,0,0,0
1372,Dyana,F,1,0,0,0
1373,Analúcia,F,1,0,0,0
1374,Stanislava,F,1,0,0,0
1375,Nurjenna,F,1,0,0,0
1376,Nür,F,1,0,0,0
1377,Sangatee,F,1,0,0,0
1378,Lénia,F,1,0,0,1
1379,Rayesha,F,1,0,0,0
1380,Faatimah,F,1,0,0,0
1381,Constance,F,1,0,0,1
1382,Manassa,F,1,0,0,0
1383,Mickelly,F,1,0,0,0
1384,Joumana,F,1,0,0,0
1385,Janajane,F,1,0,0,0
1386,Vicência,F,1,0,0,0
1387,Edmaya,F,1,0,0,0
1388,Rosália,F,1,0,0,0
1389,Nahary,F,1,0,1,2
1390,Mari,F,1,0,1,1
1391,Fatiany,F,1,0,0,0
1392,Yuxuan,F,1,1,1,0
1393,Fia,F,1,0,0,0
1394,Luzy,F,1,0,0,0
1395,Maaniya,F,1,0,0,0
1396,Zunairah,F,1,0,0,0
1397,Liv,F,1,1,0,1
1398,Sory,F,1,0,0,0
1399,Leena,F,1,0,0,2
1400,Eleia,F,1,0,0,0
1401,Amira,F,1,1,3,0
1402,Didiana,F,1,1,0,1
1403,Lorraine,F,1,0,0,1
1404,Elaine,F,1,4,0,4
1405,Anneliese,F,1,0,0,0
1406,Nur,F,1,0,0,0
1407,Dulcineia,F,1,0,0,0
1408,Elcieny,F,1,0,0,0
1409,Rameesha,F,1,0,0,0
1410,Ramatulai,F,1,0,0,0
1411,Gianna,F,1,1,1,0
1412,Denyse,F,1,0,0,0
1413,Jessy,F,1,0,1,0
1414,Kygia,F,1,0,0,0
1415,Brigitte,F,1,0,0,0
1416,Betânia,F,1,0,1,0
1417,Nelly,F,1,1,0,0
1418,Mona,F,1,0,0,0
1419,Lucily,F,1,0,0,0
1420,Ticiane,F,1,1,2,1
1421,Tcheucia,F,1,0,0,0
1422,Deusa,F,1,1,0,0
1423,Wandi,F,1,0,0,0
1424,Kailani,F,1,0,0,0
1425,Wenjin,F,1,0,0,0
1426,Estera,F,1,0,1,1
1427,Simra,F,1,0,0,0
1428,Kirian,F,1,0,0,0
1429,Anastasiia,F,1,2,0,1
1430,Nesta,F,1,0,0,0
1431,Ayo,F,1,0,0,0
1432,Ustyna,F,1,0,0,0
1433,Adely,F,1,0,1,0
1434,Aliny,F,1,0,0,0
1435,Busra,F,1,0,0,0
1436,Cali,F,1,0,0,0
1437,Zerena,F,1,0,0,0
1438,Jussara,F,1,3,6,7
1439,Rosalie,F,1,1,0,0
1440,Daylin,F,1,0,0,0
1441,Cândida,F,1,0,6,1
1442,Sofie,F,1,0,0,0
1443,Naziriti,F,1,0,0,0
1444,Libânia,F,1,0,1,0
1445,Branca,F,1,2,4,5
1446,Maite,F,1,0,0,0
1447,Naysir,F,1,0,0,0
1448,Nadya,F,1,1,0,0
1449,Djara,F,1,1,0,0
1450,Miah,F,1,0,1,0
1451,Justa,F,1,0,0,0
1452,Nasra,F,1,0,0,0
1453,Omayra,F,1,0,0,0
1454,Marline,F,1,1,0,0
1455,Yuti,F,1,0,0,0
1456,Mabel,F,1,1,1,1
1457,Túlipa,F,1,0,1,0
1458,Crécia,F,1,0,0,0
1459,Keliany,F,1,1,0,0
1460,Lilu,F,1,0,1,0
1461,Deyse,F,1,0,0,0
1462,Iraê,F,1,0,0,0
1463,Eulália,F,1,0,0,1
1464,Kaily,F,1,0,0,0
1465,Elya,F,1,0,0,0
1466,Seong,F,1,0,0,0
1467,Nidía,F,1,0,0,0
1468,Ena,F,1,0,0,0
1469,Tahira,F,1,0,0,0
1470,En,F,1,1,0,0
1471,Nahla,F,1,0,0,0
1472,Dilma,F,1,0,0,0
1473,Eknoor,F,1,0,1,0
1474,Olinda,F,1,0,2,1
1475,Darlene,F,1,0,0,2
1476,Keiko,F,1,0,0,0
1477,Elanã,F,1,0,0,0
1478,Anne,F,1,0,1,1
1479,Zoia,F,1,0,0,0
1480,Noelia,F,1,1,0,0
1481,Misha,F,1,2,0,0
1482,Ezly,F,1,0,0,0
1483,Keylla,F,1,1,0,1
1484,Donatella,F,1,0,0,0
1485,Lariana,F,1,0,0,0
1486,Alesha,F,1,0,0,0
1487,Sali,F,1,0,0,0
1488,Ednaiza,F,1,0,0,0
1489,Mary,F,1,4,0,1
1490,Claudemira,F,1,0,0,0
1491,Izadora,F,1,0,0,0
1492,Keynara,F,1,0,0,0
1493,Jady,F,1,2,0,0
1494,Zolana,F,1,0,0,0
1495,Laurinda,F,1,3,1,3
1496,Patricia,F,1,4,1,4
1497,Alycce,F,1,0,0,0
1498,Céu,F,1,0,0,0
1499,Leismy,F,1,0,0,0
1500,Devisha,F,1,0,0,0
1501,Aimara,F,1,0,0,0
1502,Tala,F,1,0,0,0
1503,Euclidiana,F,1,0,0,0
1504,Anelia,F,1,0,0,0
1505,Umme,F,1,0,0,0
1506,Jerusa,F,1,0,0,0
1507,Annelie,F,1,0,0,0
1508,Arshpreet,F,1,0,0,0
1509,Angelika,F,1,0,1,0
1510,Elcana,F,1,1,0,1
1511,Aniyah,F,1,0,0,0
1512,Alaziana,F,1,0,0,0
1513,Deegbi,F,1,0,0,0
1514,Sury,F,1,1,1,0
1515,Arieny,F,1,0,0,0
1516,Hao,F,1,0,0,0
1517,Nessie,F,1,0,0,0
1518,Saray,F,1,0,0,0
1519,Ivie,F,1,0,0,0
1520,Ilithyia,F,1,0,0,0
1521,Marilia,F,1,0,0,0
1522,Saiana,F,1,0,0,0
1523,Buia,F,1,0,1,0
1524,Eloah,F,1,2,1,5
1525,Louíse,F,1,0,0,0
1526,Dadiva,F,1,1,0,0
1527,Alyha,F,1,0,0,0
1528,Prajna,F,1,0,0,0
1529,Rhianna,F,1,0,0,0
1530,Dahlia,F,1,0,0,0
1531,Euceline,F,1,0,0,0
1532,Cadijato,F,1,0,1,0
1533,Varsha,F,1,0,0,0
1534,Diócadun,F,1,0,0,0
1535,Angie,F,1,1,0,0
1536,Caroline,F,1,4,1,1
1537,Rhayssa,F,1,1,0,0
1538,Franscisca,F,1,0,0,0
1539,Nirvana,F,1,0,0,0
1540,Elioenai,F,1,0,0,0
1541,Romiela,F,1,0,0,0
1542,Verónika,F,1,0,0,0
1543,Adília,F,1,0,0,0
1544,Malaika,F,1,1,0,0
1545,Letycia,F,1,0,0,1
1546,Luani,F,1,0,0,0
1547,Cora,F,1,0,3,0
1548,Osíris,F,1,0,0,0
1549,Vitália,F,1,0,0,0
1550,Precious,F,1,0,0,0
1551,Adla,F,1,1,0,0
1552,Neerzara,F,1,0,0,0
1553,Ayanna,F,1,1,0,1
1554,Nazaré,F,1,0,1,2
1555,Margaritta,F,1,0,0,0
1556,Cadiatou,F,1,0,0,0
1557,Rahel,F,1,0,0,0
1558,Romana,F,1,1,1,2
1559,Francine,F,1,1,0,0
1560,Zaïna,F,1,0,0,0
1561,Rokhaia,F,1,0,0,0
1562,Ayushi,F,1,0,0,0
1563,Giuliana,F,1,0,1,0
1564,Monique,F,1,0,0,0
1565,Aryelle,F,1,0,0,0
1566,Hawa,F,1,0,3,0
1567,Sabina,F,1,1,1,1
1568,Arícia,F,1,0,0,1
1569,Sisa,F,1,0,0,1
1570,Andra-Delia,F,1,0,0,0
1571,Valentine,F,1,2,2,0
1572,Jenny,F,1,2,0,0
1573,Malvika,F,1,0,0,0
1574,Abrayene,F,1,0,0,0
1575,Malvyna,F,1,0,0,0
1576,Lenira,F,1,0,0,0
1577,Tracy,F,1,0,0,0
1578,Harnoor,F,1,1,1,0
1579,Jocyana,F,1,0,0,0
1580,Norma,F,1,0,0,0
1581,Xinshan,F,1,0,0,0
1582,Daniele,F,1,0,0,0
1583,Salin,F,1,0,0,0
1584,Mahnoor,F,1,0,0,0
1585,Neadil,F,1,0,0,0
