nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
Yami,F,1,0,0,0
Khaymara,F,1,0,0,0
Wesley,F,1,0,0,0
Vitalina,F,1,0,0,1
Aarohi,F,1,0,0,1
Yolanda,F,1,1,1,4
Lenise,F,1,1,0,0
Cainara,F,1,0,0,0
kristina,F,1,0,0,0
Vissolela,F,1,0,0,0
LLyhara,F,1,0,0,0
Aquila,F,1,0,0,0
Mauan,F,1,0,0,0
Evania,F,1,0,0,0
Catiliana,F,1,0,0,0
Vitorina,F,1,0,1,0
Anastasija,F,1,0,0,0
Dinka,F,1,0,0,0
Huncelma,F,1,0,0,0
Kaylla,F,1,1,1,1
Ayat,F,1,0,0,0
Meryem,F,1,0,0,0
Danya,F,1,0,1,0
Gaïa,F,1,0,0,0
Marion,F,1,0,1,0
Leomara,F,1,0,0,0
Assnat,F,1,0,0,0
Zhixuan,F,1,0,0,0
Saalsy,F,1,0,0,0
Marli,F,1,4,1,0
Heilly,F,1,0,0,0
Assiyatou,F,1,0,0,0
Aliyah,F,1,3,1,5
Lisana,F,1,0,0,0
Marlen,F,1,0,0,0
Lyane,F,1,0,1,1
Heliana,F,1,1,1,0
Stefka,F,1,0,0,1
Jezabel,F,1,0,0,0
Úrsula,F,1,0,0,1
Hermínia,F,1,0,0,1
Elisaveta,F,1,0,0,0
Aynoah,F,1,0,1,0
Kashmala,F,1,0,0,0
Naulila,F,1,0,0,0
Aarica,F,1,0,0,0
Nayr,F,1,1,2,1
Aqeela,F,1,0,0,0
Leone,F,1,2,0,1
Aalia,F,1,0,0,0
Anusca,F,1,0,0,0
Joyciane,F,1,0,0,0
Olga,F,1,1,3,3
Virginia,F,1,0,0,1
Annie,F,1,1,1,5
Daisa,F,1,0,0,0
Arianna,F,1,1,2,1
Aretta,F,1,0,0,0
Kélya,F,1,0,0,0
Fábia,F,1,0,3,4
Ezel,F,1,0,0,0
Ciyi,F,1,0,0,0
Amaiyah,F,1,0,0,0
Augustine,F,1,0,0,0
Jade-Noémi,F,1,0,0,0
Jhulia,F,1,0,0,0
Beatrise,F,1,0,0,0
Léane,F,1,0,0,0
Izabela,F,1,0,1,0
Dafinka,F,1,0,0,0
Ilinca,F,1,1,1,0
Aayushi,F,1,0,0,1
Xiumei,F,1,0,0,0
Oleksandra,F,1,0,1,0
Pamela,F,1,1,0,1
Zaynab,F,1,0,0,0
Keyliane,F,1,0,0,0
Ághata,F,1,0,0,0
Vallentina,F,1,0,0,0
Muskan,F,1,0,0,0
Orrel,F,1,0,0,0
Ritha,F,1,0,0,0
Thayssa,F,1,0,1,0
Inass,F,1,0,0,0
Izabella,F,1,0,2,0
Eléa,F,1,0,0,0
Laissa,F,1,1,1,0
Nicoly,F,1,1,1,0
Xiayu,F,1,0,0,0
Mah,F,1,0,0,0
Yike,F,1,0,0,0
Georgiana,F,1,0,0,0
Louane,F,1,0,0,0
Loriane,F,1,0,0,0
Ima,F,1,1,0,1
Libiane,F,1,0,0,0
Jesica,F,1,0,1,0
Bilyna,F,1,0,0,0
Kathya,F,1,0,0,0
Alaíde,F,1,0,0,0
Kidiana,F,1,0,0,0
Hester,F,1,0,0,0
Miriã,F,1,0,1,1
Willyane,F,1,0,0,0
Láriza,F,1,0,0,0
Estelle,F,1,1,0,0
Hang,F,1,0,0,1
Luwejíyane,F,1,0,0,0
Berfin,F,1,0,0,0
Valesca,F,1,0,0,0
Genice,F,1,0,0,0
Rayanna,F,1,0,1,2
Nice,F,1,0,0,2
Sofía,F,1,0,0,3
Sena,F,1,0,0,0
Vicky,F,1,0,0,1
Maham,F,1,0,0,0
Heike,F,1,0,0,0
Nilüfer,F,1,0,0,0
Lou-Anna,F,1,0,0,0
Marionela,F,1,0,0,0
Franciely,F,1,0,0,0
Sureya,F,1,0,0,0
Caisy,F,1,0,0,0
Zhi,F,1,0,0,0
Jovana,F,1,0,0,0
Livia,F,1,1,1,5
Han,F,1,0,0,0
Myriam,F,1,2,2,3
Ziva,F,1,0,0,0
Francesca,F,1,3,3,4
Evelin,F,1,0,2,1
Ezesandra,F,1,0,0,0
Mariia,F,1,0,0,0
Darah,F,1,0,0,0
Oreuma,F,1,0,0,0
Leia,F,1,0,3,6
Júllia,F,1,0,0,0
Emanuela,F,1,4,3,3
Aagya,F,1,0,0,0
Qian,F,1,0,0,0
Zandra,F,1,0,0,0
Helenna,F,1,0,0,0
Saffira,F,1,1,0,0
Isabele,F,1,0,0,0
Anayah,F,1,1,1,0
Sally,F,1,0,0,0
Krisma,F,1,1,0,0
Mayagi,F,1,0,0,0
Súrianey,F,1,0,0,0
Luzingu,F,1,0,0,0
Yoana,F,1,1,0,1
Brígida,F,1,0,1,0
Jannatul,F,1,1,0,1
Thaiany,F,1,0,0,0
Yanran,F,1,0,0,0
Ruojie,F,1,0,0,0
Tvisha,F,1,0,0,0
Liya,F,1,0,0,0
Zaura,F,1,0,0,0
Mércia,F,1,0,0,0
Eriwana,F,1,0,0,0
Noah,F,1,1,1,5
Liang,F,1,0,0,0
Gianny,F,1,0,1,0
Ivana,F,1,5,3,5
Ruíza,F,1,0,0,0
Joselina,F,1,0,1,0
Saisha,F,1,0,0,0
Oznara,F,1,0,0,0
Kayra,F,1,2,0,1
Dricla,F,1,0,0,0
Genciane,F,1,0,0,0
Ananya,F,1,1,0,1
Rhyanne,F,1,0,0,0
Naraiana,F,1,0,0,0
Hunerpreet,F,1,0,0,0
Daliana,F,1,2,0,1
Meggi,F,1,0,0,0
Luisie,F,1,0,0,0
Neylissa,F,1,0,0,0
Julie,F,1,0,0,1
Gesmine,F,1,0,0,0
Joadmila,F,1,0,0,0
Harbin,F,1,0,0,0
Jeckliny,F,1,0,0,0
Marinela,F,1,0,0,0
Cleópatra,F,1,0,0,0
Bella,F,1,0,4,3
Shannaya,F,1,0,0,0
Aradhya,F,1,0,0,0
Luanda,F,1,0,0,0
Lusiyana,F,1,0,0,0
Shafa,F,1,1,0,0
Eleanor,F,1,2,0,1
Mamadou,F,1,0,0,0
Carminda,F,1,0,0,0
Khalisa,F,1,0,0,0
Hellieva,F,1,0,0,0
Anaisa,F,1,1,2,2
Crissia,F,1,0,0,0
Janete,F,1,1,1,2
Gurbani,F,1,0,0,0
Rayana,F,1,1,1,3
Gelciline,F,1,0,0,0
Veheta,F,1,0,0,0
Alvina,F,1,0,0,0
Luine,F,1,0,1,0
Jiaqi,F,1,0,0,0
Xueqi,F,1,0,0,0
Thaíssa,F,1,0,2,1
Elainy,F,1,0,0,0
Pariti,F,1,0,0,0
Dena,F,1,0,0,0
Açucena,F,1,0,1,0
Yolene,F,1,0,0,0
Daryna,F,1,1,0,0
Layra,F,1,0,2,0
Aurélia,F,1,0,1,0
Dilsa,F,1,0,0,0
Paulina,F,1,1,1,0
Vaíse,F,1,0,0,0
Taciana,F,1,1,1,2
Laima,F,1,0,0,0
Erietta,F,1,0,0,0
Nilde,F,1,0,0,0
Vladislava,F,1,0,0,0
Parineeti,F,1,0,0,0
Felícia,F,1,0,1,2
Arnoor,F,1,0,0,0
Svetla,F,1,0,0,0
Slaveya,F,1,0,1,0
Hossana,F,1,0,2,0
Jussélia,F,1,0,0,0
Nayende,F,1,0,0,0
Kathleen,F,1,0,1,1
Mélisande,F,1,0,0,0
Shehar,F,1,0,0,0
Jemima,F,1,1,0,0
Subhani,F,1,0,0,0
Stacey,F,1,0,0,0
Lunna,F,1,1,3,8
Fatiha,F,1,0,0,0
Hotchali,F,1,0,0,0
Erin,F,1,0,1,0
Orlania,F,1,0,0,0
Claúdia,F,1,0,0,1
Mariela,F,1,0,0,1
Liyao,F,1,0,0,0
Winter,F,1,0,0,0
Nomusa,F,1,0,0,0
Deliandra,F,1,0,0,0
Earyne,F,1,0,0,0
Jaine,F,1,0,0,0
Selma,F,1,2,2,1
Kira,F,1,2,3,1
Humaira,F,1,0,1,1
Hyrina,F,1,0,0,0
Lhuzie,F,1,0,0,0
Cidália,F,1,0,2,0
Zarish,F,1,0,0,0
Andresa,F,1,0,0,3
Duana,F,1,0,0,0
Lanica,F,1,0,0,0
Safiyah,F,1,0,0,0
Helyara,F,1,0,0,0
Marluí,F,1,0,0,0
Saoudatou,F,1,0,0,0
Thaísa,F,1,0,0,2
Nellyane,F,1,0,0,0
Aiyane,F,1,0,0,0
Xuan,F,1,0,0,1
Jasmim,F,1,1,0,3
Deise,F,1,4,11,7
Rhadassah,F,1,0,0,0
Julaica,F,1,0,0,0
Liliany,F,1,1,0,0
Qianyu,F,1,0,0,0
Levi-Jordan,F,1,0,0,0
Luane,F,1,1,1,0
Loriana,F,1,0,0,2
Otelinda,F,1,0,0,0
Asheley,F,1,0,0,0
Alejandra,F,1,0,0,1
Lekbira,F,1,0,0,0
Edomilda,F,1,0,0,0
Analú,F,1,0,0,0
Nanci,F,1,0,0,0
Rihana,F,1,1,1,0
Kiya,F,1,0,0,0
Elayna,F,1,0,0,0
Shi,F,1,0,0,0
Dássia,F,1,0,0,0
Malena,F,1,0,1,1
Romaisa,F,1,0,0,0
Riyaa,F,1,0,0,0
Gina,F,1,1,2,0
Thaila,F,1,2,0,0
Meyra,F,1,0,0,0
Hortênsia,F,1,0,0,0
Hadiyah,F,1,0,0,0
Yonara,F,1,0,0,2
Hosana,F,1,1,1,0
Syana,F,1,0,0,0
Yuchen,F,1,0,0,0
Maëlys,F,1,0,0,0
Biia,F,1,0,0,0
Laila,F,1,8,1,4
Karminia,F,1,0,0,0
Reaganne,F,1,0,0,0
Melanye,F,1,0,0,1
Ismara,F,1,0,0,0
Cáren,F,1,0,1,0
Noha,F,1,0,0,1
Herlica,F,1,0,0,0
Danika,F,1,0,0,0
Layara,F,1,1,0,3
Sandrina,F,1,2,0,1
Raiane,F,1,1,1,1
Estefania,F,1,0,0,0
Fajar,F,1,1,0,0
Neima,F,1,0,0,1
Eishal,F,1,0,0,0
Afaf,F,1,0,0,0
Naysha,F,1,1,0,0
Joceline,F,1,0,0,0
Yassmina,F,1,0,0,0
Alcidia,F,1,0,0,0
Malak,F,1,0,2,1
Tinky,F,1,0,0,0
Yassmin,F,1,1,0,1
Loíka,F,1,0,0,0
Inés,F,1,0,0,0
Anael,F,1,0,0,0
Mariane,F,1,1,0,0
Zarina,F,1,0,0,1
Vania,F,1,0,1,0
Jéni,F,1,0,0,0
Roxana,F,1,0,1,0
Delimara,F,1,0,0,0
Lindha,F,1,0,0,0
Rehmat,F,1,0,0,1
Holly,F,1,0,0,0
Inaia,F,1,0,0,1
Noelís,F,1,0,0,0
Ruby,F,1,3,1,3
Cristele,F,1,1,0,1
Queiza,F,1,0,0,0
Shimrik,F,1,0,0,0
Idaline,F,1,0,0,0
Itiele,F,1,0,1,0
Estefânia,F,1,0,3,2
Chanda,F,1,0,0,0
Amancai,F,1,0,0,0
Catyliana,F,1,0,0,0
Alhona,F,1,0,0,0
Marguerita,F,1,0,0,0
Kyarah,F,1,1,0,1
Sthéfany,F,1,0,0,0
Leonilde,F,1,0,0,3
Claudiana,F,1,0,0,0
Maddelyn,F,1,0,0,0
Fatumata,F,1,6,6,5
Saneia,F,1,0,0,0
Alizay,F,1,0,0,0
Jayne,F,1,0,0,0
Isamara,F,1,0,0,1
Sofya,F,1,0,1,0
Najah,F,1,0,0,0
Darlynn,F,1,0,0,0
Jing,F,1,0,0,0
Ioana,F,1,3,1,2
Nathália,F,1,0,0,0
Wayami,F,1,0,0,0
Lyandra,F,1,0,0,0
Mariea,F,1,0,0,0
Zayanne,F,1,0,0,0
Marilu,F,1,0,0,0
CLara,F,1,0,0,0
Danielly,F,1,0,0,1
Deolinda,F,1,2,1,1
Pranika,F,1,0,0,0
Gemma,F,1,0,0,0
Aylin,F,1,1,1,1
Margaryta,F,1,0,1,0
Tereza,F,1,0,0,0
Rayhanatou,F,1,0,0,0
Aquilina,F,1,0,0,0
Lilliana,F,1,0,0,0
Nirianí,F,1,0,0,0
Ciana,F,1,0,0,0
Rihanna,F,1,1,0,0
Aria,F,1,0,0,4
Yona,F,1,0,0,0
Tiphany,F,1,0,0,0
Maylee,F,1,0,0,0
Núbia,F,1,0,1,2
Laydi,F,1,0,0,0
Cassia,F,1,0,0,1
Silvia,F,1,1,1,2
Isilda,F,1,0,0,0
Kynara,F,1,0,0,1
Ilyana,F,1,0,1,0
Maloujane,F,1,0,0,0
Leontina,F,1,0,0,0
Mansi,F,1,1,0,0
Aynara,F,1,0,1,0
Myllena,F,1,0,0,0
Gergana,F,1,0,0,0
Jesselina,F,1,0,0,0
Carole,F,1,0,1,1
Anka,F,1,0,0,0
Lilya,F,1,0,1,0
Adonia,F,1,0,0,0
Thalia,F,1,0,0,1
Yunni,F,1,0,0,0
Taviane,F,1,0,0,0
Kaya,F,1,2,2,2
Ofélia,F,1,0,0,1
Sylla,F,1,0,0,0
Alanis,F,1,0,1,1
Marcella,F,1,0,0,0
Oumou,F,1,0,2,0
Yolely,F,1,0,0,0
Melaniya,F,1,0,0,0
Rahela,F,1,0,2,0
Fabrícia,F,1,0,1,1
Akeelah,F,1,0,0,0
Patrisia,F,1,0,1,0
Nilisha,F,1,0,0,0
Dóris,F,1,0,0,0
Karine,F,1,0,2,1
Ivandra,F,1,0,1,0
Gisele,F,1,3,0,0
Alzira,F,1,0,0,0
Evile,F,1,0,0,0
Aysla,F,1,0,0,1
Sangaththamizh,F,1,0,0,0
Dhara,F,1,1,0,1
Leona,F,1,1,0,0
Maysa,F,1,2,1,2
Siddhi,F,1,0,0,1
Danien,F,1,0,0,0
Edsani,F,1,0,0,0
Leidivan,F,1,0,0,0
Isabelly,F,1,1,2,3
Shekina,F,1,0,0,0
Brearna,F,1,0,0,0
Dyana,F,1,0,0,0
Analúcia,F,1,0,0,0
Stanislava,F,1,0,0,0
Nurjenna,F,1,0,0,0
Nür,F,1,0,0,0
Sangatee,F,1,0,0,0
Lénia,F,1,0,0,1
Rayesha,F,1,0,0,0
Faatimah,F,1,0,0,0
Constance,F,1,0,0,1
Manassa,F,1,0,0,0
Mickelly,F,1,0,0,0
Joumana,F,1,0,0,0
Janajane,F,1,0,0,0
Vicência,F,1,0,0,0
Edmaya,F,1,0,0,0
Rosália,F,1,0,0,0
Nahary,F,1,0,1,2
Mari,F,1,0,1,1
Fatiany,F,1,0,0,0
Yuxuan,F,1,1,1,0
Fia,F,1,0,0,0
Luzy,F,1,0,0,0
Maaniya,F,1,0,0,0
Zunairah,F,1,0,0,0
Liv,F,1,1,0,1
Sory,F,1,0,0,0
Leena,F,1,0,0,2
Eleia,F,1,0,0,0
Amira,F,1,1,3,0
Didiana,F,1,1,0,1
Lorraine,F,1,0,0,1
Elaine,F,1,4,0,4
Anneliese,F,1,0,0,0
Nur,F,1,0,0,0
Dulcineia,F,1,0,0,0
Elcieny,F,1,0,0,0
Rameesha,F,1,0,0,0
Ramatulai,F,1,0,0,0
Gianna,F,1,1,1,0
Denyse,F,1,0,0,0
Jessy,F,1,0,1,0
Kygia,F,1,0,0,0
Brigitte,F,1,0,0,0
Betânia,F,1,0,1,0
Nelly,F,1,1,0,0
Mona,F,1,0,0,0
Lucily,F,1,0,0,0
Ticiane,F,1,1,2,1
Tcheucia,F,1,0,0,0
Deusa,F,1,1,0,0
Wandi,F,1,0,0,0
Kailani,F,1,0,0,0
Wenjin,F,1,0,0,0
Estera,F,1,0,1,1
Simra,F,1,0,0,0
Kirian,F,1,0,0,0
Anastasiia,F,1,2,0,1
Nesta,F,1,0,0,0
Ayo,F,1,0,0,0
Ustyna,F,1,0,0,0
Adely,F,1,0,1,0
Aliny,F,1,0,0,0
Busra,F,1,0,0,0
Cali,F,1,0,0,0
Zerena,F,1,0,0,0
Jussara,F,1,3,6,7
Rosalie,F,1,1,0,0
Daylin,F,1,0,0,0
Cândida,F,1,0,6,1
Sofie,F,1,0,0,0
Naziriti,F,1,0,0,0
Libânia,F,1,0,1,0
Branca,F,1,2,4,5
Maite,F,1,0,0,0
Naysir,F,1,0,0,0
Nadya,F,1,1,0,0
Djara,F,1,1,0,0
Miah,F,1,0,1,0
Justa,F,1,0,0,0
Nasra,F,1,0,0,0
Omayra,F,1,0,0,0
Marline,F,1,1,0,0
Yuti,F,1,0,0,0
Mabel,F,1,1,1,1
Túlipa,F,1,0,1,0
Crécia,F,1,0,0,0
Keliany,F,1,1,0,0
Lilu,F,1,0,1,0
Deyse,F,1,0,0,0
Iraê,F,1,0,0,0
Eulália,F,1,0,0,1
Kaily,F,1,0,0,0
Elya,F,1,0,0,0
Seong,F,1,0,0,0
Nidía,F,1,0,0,0
Ena,F,1,0,0,0
Tahira,F,1,0,0,0
En,F,1,1,0,0
Nahla,F,1,0,0,0
Dilma,F,1,0,0,0
Eknoor,F,1,0,1,0
Olinda,F,1,0,2,1
Darlene,F,1,0,0,2
Keiko,F,1,0,0,0
Elanã,F,1,0,0,0
Anne,F,1,0,1,1
Zoia,F,1,0,0,0
Noelia,F,1,1,0,0
Misha,F,1,2,0,0
Ezly,F,1,0,0,0
Keylla,F,1,1,0,1
Donatella,F,1,0,0,0
Lariana,F,1,0,0,0
Alesha,F,1,0,0,0
Sali,F,1,0,0,0
Ednaiza,F,1,0,0,0
Mary,F,1,4,0,1
Claudemira,F,1,0,0,0
Izadora,F,1,0,0,0
Keynara,F,1,0,0,0
Jady,F,1,2,0,0
Zolana,F,1,0,0,0
Laurinda,F,1,3,1,3
Patricia,F,1,4,1,4
Alycce,F,1,0,0,0
Céu,F,1,0,0,0
Leismy,F,1,0,0,0
Devisha,F,1,0,0,0
Aimara,F,1,0,0,0
Tala,F,1,0,0,0
Euclidiana,F,1,0,0,0
Anelia,F,1,0,0,0
Umme,F,1,0,0,0
Jerusa,F,1,0,0,0
Annelie,F,1,0,0,0
Arshpreet,F,1,0,0,0
Angelika,F,1,0,1,0
Elcana,F,1,1,0,1
Aniyah,F,1,0,0,0
Alaziana,F,1,0,0,0
Deegbi,F,1,0,0,0
Sury,F,1,1,1,0
Arieny,F,1,0,0,0
Hao,F,1,0,0,0
Nessie,F,1,0,0,0
Saray,F,1,0,0,0
Ivie,F,1,0,0,0
Ilithyia,F,1,0,0,0
Marilia,F,1,0,0,0
Saiana,F,1,0,0,0
Buia,F,1,0,1,0
Eloah,F,1,2,1,5
Louíse,F,1,0,0,0
Dadiva,F,1,1,0,0
Alyha,F,1,0,0,0
Prajna,F,1,0,0,0
Rhianna,F,1,0,0,0
Dahlia,F,1,0,0,0
Euceline,F,1,0,0,0
Cadijato,F,1,0,1,0
Varsha,F,1,0,0,0
Diócadun,F,1,0,0,0
Angie,F,1,1,0,0
Caroline,F,1,4,1,1
Rhayssa,F,1,1,0,0
Franscisca,F,1,0,0,0
Nirvana,F,1,0,0,0
Elioenai,F,1,0,0,0
Romiela,F,1,0,0,0
Verónika,F,1,0,0,0
Adília,F,1,0,0,0
Malaika,F,1,1,0,0
Letycia,F,1,0,0,1
Luani,F,1,0,0,0
Cora,F,1,0,3,0
Osíris,F,1,0,0,0
Vitália,F,1,0,0,0
Precious,F,1,0,0,0
Adla,F,1,1,0,0
Neerzara,F,1,0,0,0
Ayanna,F,1,1,0,1
Nazaré,F,1,0,1,2
Margaritta,F,1,0,0,0
Cadiatou,F,1,0,0,0
Rahel,F,1,0,0,0
Romana,F,1,1,1,2
Francine,F,1,1,0,0
Zaïna,F,1,0,0,0
Rokhaia,F,1,0,0,0
Ayushi,F,1,0,0,0
Giuliana,F,1,0,1,0
Monique,F,1,0,0,0
Aryelle,F,1,0,0,0
Hawa,F,1,0,3,0
Sabina,F,1,1,1,1
Arícia,F,1,0,0,1
Sisa,F,1,0,0,1
Andra-Delia,F,1,0,0,0
Valentine,F,1,2,2,0
Jenny,F,1,2,0,0
Malvika,F,1,0,0,0
Abrayene,F,1,0,0,0
Malvyna,F,1,0,0,0
Lenira,F,1,0,0,0
Tracy,F,1,0,0,0
Harnoor,F,1,1,1,0
Jocyana,F,1,0,0,0
Norma,F,1,0,0,0
Xinshan,F,1,0,0,0
Daniele,F,1,0,0,0
Salin,F,1,0,0,0
Mahnoor,F,1,0,0,0
Neadil,F,1,0,0,0
Milany,F,1,0,0,0
Aléxis,F,1,0,0,1
Simila,F,1,0,0,0
Saori,F,1,0,0,0
Yisha,F,1,0,0,0
Léone,F,1,0,0,0
Wemilly,F,1,0,0,0
Quedna,F,1,0,0,0
Asiela,F,1,0,0,0
Emmely,F,1,1,0,0
Alessandra,F,1,4,0,2
Janine,F,1,4,1,0
Maïa,F,1,0,0,0
Aleksia,F,1,0,0,0
Fani,F,1,1,0,0
Ketlen,F,1,0,0,0
Estephanie,F,1,0,0,0
Suely,F,1,0,3,0
Neyma,F,1,0,0,0
Shiyi,F,1,0,0,0
Aryana,F,1,1,2,2
Constanza,F,1,0,1,1
Danyele,F,1,0,0,0
Zoey,F,1,1,3,3
Electra,F,1,0,1,1
N'deye,F,1,0,0,0
Nely,F,1,0,0,1
Reece,F,1,0,0,0
Tanisha,F,1,1,0,0
Michelly,F,1,0,0,0
Alis,F,1,0,0,0
Eleine,F,1,0,0,1
Mylena,F,1,0,1,1
Nel,F,1,0,0,0
Késia,F,1,0,1,1
Eriandra,F,1,0,0,0
Ismaela,F,1,0,1,1
Zayna,F,1,0,0,0
Bhavini,F,1,0,0,0
Aqsa,F,1,0,0,0
Jiya,F,1,0,0,1
Rahima,F,1,0,0,0
Eliciane,F,1,0,0,0
Aissatou,F,1,3,0,3
Ambina,F,1,0,0,0
Íngride,F,1,0,0,0
Arya,F,1,3,0,2
Leslie,F,1,0,1,1
Hargun,F,1,0,0,1
Chiara,F,1,6,1,1
Daivania,F,1,0,0,0
Lihatan,F,1,0,0,0
Rayla,F,1,0,0,0
Éllene,F,1,0,0,0
Riham,F,1,0,0,0
Corine,F,1,0,0,0
Harleen,F,1,1,1,0
Cecylia,F,1,0,0,0
Aldara,F,1,2,0,0
Marcia,F,1,0,1,0
Mieji,F,1,0,0,0
Ásmin,F,1,0,0,0
Neimara,F,1,0,0,0
Elyane,F,1,2,0,0
Ociana,F,1,0,0,0
Ani,F,1,0,0,1
Aviva,F,1,0,0,0
Jeany,F,1,0,0,0
Douãa,F,1,0,0,0
Neena,F,1,0,0,0
Biana,F,1,0,1,2
Liliam,F,1,0,0,1
Joceane,F,1,0,0,0
Iryna,F,1,0,0,1
Brianna,F,1,1,3,3
Gilmara,F,1,0,0,0
Sia,F,1,0,0,1
Klementyna,F,1,0,0,0
Beatrix,F,1,0,1,0
Hawwá,F,1,0,0,0
Fénix,F,1,0,0,0
Maré,F,1,0,0,0
Nyah,F,1,0,0,1
Marinha,F,1,3,0,0
Jacilene,F,1,0,0,0
Yihui,F,1,0,0,0
Lyaren,F,1,0,0,0
Fatimatou,F,1,0,0,0
Áysha,F,1,0,0,0
Ália,F,1,0,3,1
Djenifer,F,1,0,0,1
Evdokia,F,1,0,0,0
Mellany,F,1,0,0,0
Sayara,F,1,0,0,0
Miley,F,1,0,0,0
Antoniella,F,1,0,0,0
kyara,F,1,1,0,3
Evelina,F,1,3,4,2
Áfrika,F,1,0,0,0
Ayane,F,1,0,0,2
Shuhui,F,1,0,0,0
Parleen,F,1,0,0,0
Quéren,F,1,0,1,0
Ranya,F,1,1,2,1
Candice,F,1,1,0,0
Angelena,F,1,0,0,0
Jenifer,F,1,1,1,0
Tayná,F,1,0,0,0
Alehandra,F,1,0,0,0
Benigna,F,1,0,0,0
Raísa,F,1,0,0,1
Chelsea,F,1,0,2,1
Mélodie,F,1,0,0,0
Haya,F,1,0,0,0
Princess,F,1,0,0,0
Bulerim,F,1,0,0,0
Nour,F,1,0,3,0
Merita,F,1,0,0,0
Ella,F,1,3,1,2
Rosiany,F,1,0,0,0
Wiliannie,F,1,0,0,0
Fine,F,1,0,0,0
Yi,F,1,1,2,2
Iliana,F,1,1,0,0
Kanika,F,1,0,0,0
Leni,F,1,0,0,0
Jil,F,1,0,2,0
Rebecka,F,1,0,0,0
Marlayna,F,1,0,0,0
Joraide,F,1,0,0,0
Gema,F,1,0,0,0
Naia,F,1,1,0,2
Ke,F,1,0,1,0
Argentina,F,1,0,0,0
Eridana,F,1,0,0,0
Phoebe,F,1,0,0,1
Naeema,F,1,0,0,0
Cauaren,F,1,0,0,0
Angelic,F,1,0,0,0
Elikia,F,1,0,0,0
Lecticia,F,1,0,0,0
Assmah,F,1,0,0,0
Evangeline,F,1,0,0,0
Safiya,F,1,0,0,1
Harissa,F,1,0,0,0
Madeleine,F,1,0,0,0
Ellaine,F,1,0,0,0
Seara,F,1,1,0,0
Kayleen,F,1,0,0,0
Cristielle,F,1,0,0,0
Natasha,F,1,3,1,2
Cintia,F,1,0,0,1
Laysla,F,1,0,2,0
Chlöe,F,1,0,0,0
Siena,F,1,3,4,4
Katilene,F,1,0,0,0
Linjing,F,1,0,0,0
Allia,F,1,0,0,0
Aaradhya,F,1,0,0,0
Yaryna,F,1,0,0,0
Ivy,F,1,1,2,1
Momtahana,F,1,0,0,0
Cleonice,F,1,0,0,1
Leya,F,1,1,0,1
Joaquina,F,1,1,1,1
LUÍSA,F,1,0,0,0
Sijia,F,1,0,0,0
Arwa,F,1,0,0,0
Kareen,F,1,0,0,0
Annelys,F,1,0,0,0
Raagidatu,F,1,0,0,0
Elayne,F,1,1,0,1
Anni,F,1,0,1,0
Kérinha,F,1,0,0,0
Hayla,F,1,1,2,0
Swana,F,1,0,0,0
Edmara,F,1,2,1,1
Arlinda,F,1,1,0,0
Imara,F,1,0,0,0
Zeina,F,1,1,0,0
Chantel,F,1,0,0,0
Maurícia,F,1,0,0,0
Deisy,F,1,2,1,0
Selina,F,1,2,1,2
Suwela,F,1,0,0,0
Angeline,F,1,0,0,1
Ayara,F,1,0,1,0
Otylia,F,1,0,0,0
Cintya,F,1,2,0,0
Anavi,F,1,0,0,0
Estér,F,1,0,0,0
Catharina,F,1,1,0,0
Inái,F,1,0,0,0
Enola,F,1,0,0,0
Samaira,F,1,0,0,0
Jusilene,F,1,0,0,0
Maureen,F,1,1,0,0
Avneet,F,1,0,0,0
Pamella,F,1,0,0,0
Clarina,F,1,0,0,0
Karima,F,1,0,0,0
Wiam,F,1,0,0,0
Anouk,F,1,0,0,3
Cosmina,F,1,0,0,0
Joseanne,F,1,0,0,0
Hassanatou,F,1,1,1,0
Merícia,F,1,0,0,0
Parker,F,1,0,0,0
Ralyatou,F,1,0,0,0
Clarinha,F,1,13,10,10
Ansa,F,1,0,0,0
Yarine,F,1,0,0,2
Emmy,F,1,1,0,0
Neyanne,F,1,0,0,0
Amnah,F,1,0,0,0
Djeisia,F,1,0,0,0
Aitana,F,1,1,0,1
Rayka,F,1,0,0,0
Ashmeet,F,1,0,1,0
Stéphany,F,1,0,0,0
Gurash,F,1,0,0,0
Lorine,F,1,0,0,1
Haylana,F,1,0,0,0
Jiasi,F,1,0,0,0
Cheilly,F,1,0,0,0
Marianne,F,1,0,0,0
Erika-Lea,F,1,0,0,0
Keziah,F,1,0,0,0
Jalica,F,1,0,0,0
Marita,F,1,0,0,0
Chelsy,F,1,0,1,0
Tásia,F,1,0,0,1
Alia,F,1,3,1,1
Zamara,F,1,0,0,0
Safina,F,1,0,0,0
Caoilinn,F,1,0,0,0
Roann,F,1,0,0,0
Lizandra,F,1,0,0,0
Cloë,F,1,0,0,0
Noor,F,1,4,1,3
Hendira,F,1,0,0,0
Analina,F,1,0,0,0
Alcine,F,1,0,0,0
Nícia,F,1,0,1,2
Jadiela,F,1,0,0,0
Aliah,F,1,0,1,1
Hadja,F,1,0,0,1
Ludmila,F,1,1,2,2
Sadiya,F,1,0,1,0
Lethicia,F,1,0,0,0
Hyndia,F,1,0,0,1
Lidiana,F,1,0,2,1
Janina,F,1,0,0,0
Peculiar,F,1,0,0,0
Nabian,F,1,0,0,0
Aine,F,1,1,0,0
